Table 1,,,,,,
UACE,NAME,POP,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI
28144,"Eunice, LA","10,510","18,473,203",7.13,"78,619",0.03
28198,"Eureka, CA","45,951","48,677,864",18.79,"3,777,810",1.46
28225,"Eureka, IL","5,401","6,532,024",2.52,"124,341",0.05
28262,"Eureka, MO","14,027","24,177,257",9.33,"43,957",0.02
28306,"Evanston, WY","11,416","19,875,338",7.67,"114,902",0.04
28333,"Evansville, IN","206,855","292,028,104",112.75,"2,911,523",1.12
28360,"Evansville, WI","6,321","7,260,009",2.80,15,0.00
28441,"Evergreen, CO","10,218","24,502,090",9.46,"219,473",0.08
28495,"Excelsior Springs, MO","9,840","14,763,042",5.70,0.00,0.00
28506,"Exeter, CA","10,973","7,432,151",2.87,0.00,0.00
28511,"Exeter, NH","16,165","30,385,804",11.73,"317,039",0.12
28522,"Fabens, TX","7,094","4,379,984",1.69,"58,739",0.02
28549,"Fairbanks, AK","71,396","192,442,666",74.30,"6,579,721",2.54
28603,"Fairbury, NE","4,011","6,112,076",2.36,"10,793",0.00
28657,"Fairfield, CA","150,122","105,694,640",40.81,"620,103",0.24
28684,"Fairfield, IL","4,766","8,447,586",3.26,"63,580",0.02
28711,"Fairfield, IA","9,211","13,943,090",5.38,"118,241",0.05
28765,"Fairfield Glade, TN","8,212","24,954,953",9.64,"1,035,173",0.40
28766,"Fairhope--Daphne, AL","76,807","152,977,898",59.07,"674,017",0.26
28846,"Fairmont, MN","8,387","9,423,560",3.64,"986,276",0.38
28873,"Fairmont, WV","31,694","52,287,598",20.19,"1,822,186",0.70
28981,"Fajardo, PR","68,587","88,989,581",34.36,"573,209",0.22
28995,"Falcon, CO","21,348","21,952,794",8.48,0.00,0.00
29008,"Falfurrias, TX","4,497","5,662,317",2.19,0.00,0.00
29024,"Fallbrook, CA","41,305","67,408,147",26.03,"72,463",0.03
29035,"Fallon, NV","16,753","36,159,767",13.96,"18,327",0.01
29062,"Falls City, NE","4,133","8,683,749",3.35,"12,085",0.00
29089,"Fargo, ND--MN","216,214","201,323,267",77.73,"295,424",0.11
29116,"Faribault, MN","24,013","26,523,666",10.24,"614,025",0.24
29251,"Farmington, MO","32,804","46,756,573",18.05,"104,259",0.04
29278,"Farmington, NM","51,763","84,492,772",32.62,"35,476",0.01
29305,"Farmville, NC","4,380","7,636,071",2.95,0.00,0.00
29332,"Farmville, VA","7,916","16,997,941",6.56,"291,443",0.11
29440,"Fayetteville, NC","325,008","507,440,035",195.92,"5,309,514",2.05
29467,"Fayetteville, TN","10,120","32,205,658",12.43,0.00,0.00
29494,"Fayetteville--Springdale--Rogers, AR--MO","373,687","513,516,214",198.27,"6,271,423",2.42
29555,"Fenton, MI","38,156","76,831,372",29.66,"14,410,391",5.56
29575,"Fergus Falls, MN","13,116","19,777,470",7.64,"1,563,786",0.60
29608,"Fernandina Beach--Yulee, FL","50,805","130,935,030",50.55,"2,945,658",1.14
29656,"Fernley, NV","19,233","27,445,794",10.60,0.00,0.00
29683,"Ferriday, LA","5,169","12,525,970",4.84,0.00,0.00
29710,"Fillmore, CA","16,397","6,819,111",2.63,0.00,0.00
29737,"Findlay, OH","48,144","66,381,098",25.63,"409,535",0.16
29764,"Firebaugh, CA","8,117","6,443,572",2.49,"143,103",0.06
29769,"Fire Island, NY",998,"7,418,767",2.86,"133,374",0.05
29775,"Firestone--Frederick, CO","35,447","39,409,127",15.22,"505,251",0.20
29791,"Fitzgerald, GA","11,281","22,024,209",8.50,"525,156",0.20
29818,"Flagstaff, AZ","79,842","75,789,980",29.26,"78,821",0.03
29846,"Flemington--Raritan, NJ","24,401","47,639,244",18.39,"60,341",0.02
29872,"Flint, MI","298,964","532,132,381",205.46,"4,508,268",1.74
29899,"Flora, IL","4,793","8,250,056",3.19,0.00,0.00
29953,"Florence, AL","78,925","141,482,263",54.63,"367,280",0.14
29980,"Florence East, AZ","14,049","6,876,834",2.66,0.00,0.00
30034,"Florence, OR","11,477","20,668,683",7.98,"40,058",0.02
30061,"Florence, SC","89,436","176,218,906",68.04,"1,465,145",0.57
30073,"Florence West, AZ","11,636","15,214,599",5.87,0.00,0.00
30088,"Floresville, TX","6,313","9,978,132",3.85,"15,265",0.01
30171,"Foley--Gulf Shores, AL","40,920","127,027,183",49.05,"1,097,944",0.42
30223,"Fond du Lac, WI","54,731","63,947,869",24.69,"809,532",0.31
30232,"Fontana-on-Geneva Lake, WI","10,466","26,554,779",10.25,"8,888,006",3.43
30331,"Forest City--Spindale, NC","20,760","69,648,245",26.89,"190,521",0.07
30358,"Forest Lake, MN","21,882","36,293,421",14.01,"11,370,060",4.39
30439,"Forney, TX","41,112","50,965,415",19.68,"183,299",0.07
30466,"Forrest City, AR","8,557","18,165,350",7.01,"50,824",0.02
30493,"Forsyth, GA","4,852","13,472,380",5.20,"31,627",0.01
30520,"Forsyth, MO","7,423","17,087,197",6.60,"43,136",0.02
30547,"Fort Atkinson, WI","13,852","17,880,313",6.90,"291,750",0.11
30574,"Fort Bragg, CA","10,668","25,403,271",9.81,"355,247",0.14
30628,"Fort Collins, CO","326,332","305,559,749",117.98,"18,260,733",7.05
30682,"Fort Dodge, IA","24,699","35,262,225",13.61,"515,550",0.20
30736,"Fort Irwin, CA","8,096","9,367,563",3.62,0.00,0.00
30748,"Fort Leonard Wood--St. Robert--Waynesville, MO","31,672","67,797,845",26.18,"21,373",0.01
30755,"Fort Lupton, CO","7,856","6,035,607",2.33,0.00,0.00
30763,"Fort Madison, IA--IL","10,278","15,440,349",5.96,0.00,0.00
30790,"Fort Meade, FL","4,874","6,007,348",2.32,"68,544",0.03
30817,"Fort Morgan, CO","13,473","14,352,958",5.54,0.00,0.00
30844,"Fort Payne, AL","8,380","22,392,683",8.65,"30,508",0.01
30871,"Fort Polk South, LA","9,983","24,493,975",9.46,"65,357",0.03
30885,"Fort Rucker--Daleville, AL","7,157","20,113,274",7.77,0.00,0.00
30898,"Fort Scott, KS","7,439","13,215,963",5.10,"14,336",0.01
30925,"Fort Smith, AR--OK","125,811","191,590,332",73.97,"838,677",0.32
30952,"Fort Stockton, TX","8,551","15,502,282",5.99,0.00,0.00
30979,"Fortuna, CA","12,784","15,077,301",5.82,"1,091",0.00
31033,"Fort Valley, GA","9,704","15,048,253",5.81,"32,622",0.01
31087,"Fort Wayne, IN","335,934","423,710,136",163.60,"699,749",0.27
31114,"Fostoria, OH","14,295","21,518,921",8.31,"213,934",0.08
31150,"Four Corners, FL","92,396","218,809,161",84.48,"10,504,530",4.06
31195,"Frankenmuth, MI","5,045","7,571,326",2.92,"99,073",0.04
31222,"Frankfort, IN","16,775","19,388,846",7.49,0.00,0.00
31249,"Frankfort, KY","37,844","57,830,360",22.33,"1,336,195",0.52
31262,"Frankfort, MI","2,603","10,974,513",4.24,"132,291",0.05
31276,"Franklin, KY","11,597","21,591,964",8.34,"46,538",0.02
31303,"Franklin, LA","9,491","16,048,914",6.20,"158,097",0.06
31330,"Franklin, NH","6,659","10,943,840",4.23,"537,804",0.21
31384,"Franklin, NC","9,358","36,169,299",13.97,"823,959",0.32
31411,"Franklin (Venango County), PA","8,500","14,564,456",5.62,"74,075",0.03
31438,"Franklin, VA","8,749","16,677,506",6.44,"112,306",0.04
31478,"Fraser, CO","3,178","11,535,390",4.45,"12,925",0.00
31519,"Frederick, MD","176,456","207,956,090",80.29,"1,761,196",0.68
31573,"Fredericksburg, TX","11,641","20,276,772",7.83,"14,339",0.01
31600,"Fredericksburg, VA","167,679","232,112,733",89.62,"3,161,931",1.22
31627,"Fredericktown, MO","4,986","8,465,897",3.27,"16,415",0.01
31660,"Freeland, MI","7,412","21,912,258",8.46,"16,987",0.01
31668,"Freeland, PA","5,754","4,047,235",1.56,0.00,0.00
31672,"Freeland, WA","7,907","31,280,459",12.08,"347,869",0.13
31681,"Freeport, IL","24,135","27,507,093",10.62,"95,514",0.04
31735,"Fremont, MI","5,165","9,923,736",3.83,"161,803",0.06
31762,"Fremont, NE","28,292","35,666,800",13.77,"843,304",0.33
31789,"Fremont, OH","22,175","34,691,920",13.39,"942,607",0.36
31843,"Fresno, CA","717,589","412,096,133",159.11,"3,226,657",1.25
31852,"Friday Harbor, WA","3,542","11,459,412",4.42,"1,223,349",0.47
31889,"Frisco, CO","3,463","5,575,410",2.15,0.00,0.00
31924,"Front Royal, VA","16,193","27,731,240",10.71,"55,503",0.02
31978,"Frostproof, FL","8,092","19,406,603",7.49,"5,010,513",1.93
32032,"Fulton, KY--TN","4,256","8,175,253",3.16,"46,670",0.02
32086,"Fulton, MO","12,479","22,457,715",8.67,"235,047",0.09
32092,"Fulton, NY","12,788","14,846,940",5.73,"750,997",0.29
32113,"Gadsden, AL","57,975","158,530,841",61.21,"5,255,544",2.03
32140,"Gaffney, SC","19,042","39,956,377",15.43,"124,411",0.05
32167,"Gainesville, FL","213,748","227,134,311",87.70,"3,483,914",1.35
32194,"Gainesville, GA","164,365","386,251,091",149.13,"24,468,801",9.45
32221,"Gainesville, TX","16,544","24,748,391",9.56,"26,645",0.01
32248,"Galax, VA","6,767","17,147,499",6.62,"66,597",0.03
32329,"Galesburg, IL","33,847","56,781,538",21.92,"141,394",0.05
32356,"Galion, OH","11,364","16,611,074",6.41,"40,302",0.02
32383,"Galliano--Larose--Cut Off, LA","20,056","48,427,017",18.70,"949,595",0.37
32437,"Gallup, NM","24,448","35,426,426",13.68,0.00,0.00
32451,"Galt, CA","26,618","18,355,452",7.09,0.00,0.00
32491,"Galveston--Texas City, TX","191,863","282,260,597",108.98,"7,938,926",3.07
32506,"Garapan, MP","36,921","44,668,702",17.25,"185,857",0.07
32518,"Garden City, KS","30,976","33,020,228",12.75,"67,931",0.03
32572,"Gardnerville, NV","21,338","32,837,770",12.68,"49,380",0.02
32653,"Gastonia, NC","176,897","322,657,931",124.58,"3,452,598",1.33
32707,"Gatesville, TX","15,565","26,353,164",10.18,"31,120",0.01
32734,"Gaylord--Bagley, MI","8,476","26,574,084",10.26,"8,583,506",3.31
32761,"Geneseo, IL","6,435","9,729,518",3.76,0.00,0.00
32788,"Geneseo, NY","8,025","6,243,396",2.41,0.00,0.00
32842,"Geneva, NY","29,572","43,404,760",16.76,"751,961",0.29
32850,"Geneva, OH","7,355","12,516,480",4.83,0.00,0.00
32869,"Genoa, IL","5,484","5,685,910",2.20,"128,733",0.05
32950,"Georgetown, DE","9,921","12,775,601",4.93,0.00,0.00
32977,"Georgetown, KY","38,912","39,007,124",15.06,"394,485",0.15
33031,"Georgetown, SC","11,364","23,946,739",9.25,"1,284,591",0.50
33091,"Germantown, OH","5,577","7,202,679",2.78,0.00,0.00
33139,"Gettysburg--Cumberland, PA","14,733","21,421,738",8.27,"619,984",0.24
33220,"Gillespie, IL","5,037","7,354,379",2.84,355,0.00
33247,"Gillette, WY","34,422","50,898,673",19.65,"71,361",0.03
33301,"Gilmer, TX","5,084","10,594,732",4.09,"32,501",0.01
33328,"Gilroy--Morgan Hill, CA","114,833","110,178,871",42.54,0.00,0.00
33436,"Glasgow, KY","14,849","30,556,418",11.80,"63,731",0.02
33490,"Glencoe, MN","5,738","8,271,828",3.19,"17,159",0.01
33517,"Glendive, MT","6,675","14,052,773",5.43,"30,895",0.01
33598,"Glens Falls, NY","71,191","133,689,107",51.62,"7,809,635",3.02
33625,"Glenwood, IA","5,009","6,224,280",2.40,"29,962",0.01
33640,"Glenwood, MN","4,202","10,985,992",4.24,0.00,0.00
33652,"Glenwood Springs, CO","10,889","14,143,467",5.46,0.00,0.00
33679,"Globe, AZ","12,620","21,079,174",8.14,634,0.00
33733,"Gloversville, NY","26,286","40,237,923",15.54,"27,058",0.01
33742,"Gold Canyon, AZ","9,590","20,381,511",7.87,0.00,0.00
33814,"Goldsboro, NC","54,456","137,683,817",53.16,"406,435",0.16
33841,"Gonzales, CA","8,682","3,993,806",1.54,"8,236",0.00
33868,"Gonzales, TX","6,953","11,282,946",4.36,0.00,0.00
33922,"Goodland, KS","4,439","7,237,207",2.79,0.00,0.00
33960,"Goodyear South, AZ","16,042","24,857,623",9.60,0.00,0.00
34042,"Governors Club, NC","4,967","9,381,705",3.62,"25,693",0.01
34111,"Grafton, WV","4,824","9,024,558",3.48,"339,000",0.13
34122,"Grafton--Port Washington--Cedarburg, WI","44,086","59,842,221",23.11,"929,707",0.36
34138,"Graham, TX","8,585","12,174,354",4.70,806,0.00
34165,"Granbury, TX","29,706","56,633,516",21.87,"4,745,502",1.83
34219,"Grand Forks, ND--MN","68,160","68,592,818",26.48,"239,589",0.09
34246,"Grand Island, NE","55,099","76,667,722",29.60,"692,822",0.27
34273,"Grand Junction, CO","135,973","195,824,841",75.61,"3,556,413",1.37
34286,"Grand Lake, CO","1,801","13,928,267",5.38,"149,149",0.06
34300,"Grand Rapids, MI","605,666","710,585,662",274.36,"15,897,425",6.14
34327,"Grand Rapids, MN","10,348","27,076,209",10.45,"2,149,701",0.83
34381,"Grandview, WA","11,187","10,684,232",4.13,0.00,0.00
34470,"Granite Falls, WA","6,349","8,021,347",3.10,"226,391",0.09
34489,"Grants, NM","9,972","15,916,285",6.15,0.00,0.00
34516,"Grants Pass, OR","55,724","78,779,843",30.42,"2,084,700",0.80
34543,"Grantsville, UT","9,598","11,380,863",4.39,0.00,0.00
34597,"Grass Valley, CA","36,720","76,798,301",29.65,"53,117",0.02
34651,"Grayson, KY","5,418","13,474,116",5.20,"226,747",0.09
34705,"Great Bend, KS","14,766","16,163,457",6.24,"269,393",0.10
34759,"Great Falls, MT","67,097","78,488,614",30.30,"1,825,334",0.70
34786,"Greeley, CO","137,222","96,603,258",37.30,"369,187",0.14
34813,"Green Bay, WI","224,156","294,373,919",113.66,"7,376,524",2.85
34840,"Greencastle, IN","10,190","12,323,751",4.76,"132,764",0.05
34876,"Greendale--Lawrenceburg--Hidden Valley, IN--OH","20,087","48,617,014",18.77,"1,188,352",0.46
34894,"Greeneville, TN","22,919","56,902,377",21.97,"12,959",0.01
34921,"Greenfield, CA","18,858","5,537,088",2.14,0.00,0.00
34975,"Greenfield, MA","22,294","36,909,783",14.25,"252,044",0.10
35002,"Greenfield, OH","4,771","4,409,821",1.70,0.00,0.00
35083,"Green River, WY","11,873","14,397,456",5.56,"207,245",0.08
35164,"Greensboro, NC","338,928","438,503,913",169.31,"5,631,045",2.17
35191,"Greensburg, IN","12,529","22,655,381",8.75,"90,945",0.04
35245,"Green Valley, AZ","37,315","52,226,785",20.16,"39,434",0.02
35272,"Greenville, AL","5,823","14,521,137",5.61,0.00,0.00
35299,"Greenville, IL","6,765","7,734,384",2.99,0.00,0.00
35309,"Greenville, KY","5,516","14,140,638",5.46,"251,381",0.10
35326,"Greenville, MI","10,265","17,204,683",6.64,"314,787",0.12
35353,"Greenville, MS","29,267","43,476,654",16.79,"59,169",0.02
35380,"Greenville, NC","120,150","171,917,996",66.38,"909,392",0.35
35407,"Greenville, OH","12,983","17,229,989",6.65,"160,158",0.06
35434,"Greenville, PA","10,553","20,543,559",7.93,"29,203",0.01
35461,"Greenville, SC","387,271","679,012,990",262.17,"5,775,708",2.23
35488,"Greenville, TX","27,054","44,813,281",17.30,"62,711",0.02
35542,"Greenwood, AR","9,077","17,124,390",6.61,"370,594",0.14
35569,"Greenwood, MS","19,475","27,653,571",10.68,"71,918",0.03
35596,"Greenwood, SC","41,998","91,994,818",35.52,"668,785",0.26
35623,"Grenada, MS","10,276","18,444,545",7.12,0.00,0.00
35677,"Gridley, CA","8,653","10,308,731",3.98,0.00,0.00
35688,"Griffin, GA","38,311","72,296,416",27.91,"982,671",0.38
35704,"Grinnell, IA","9,486","11,226,086",4.33,"106,334",0.04
35716,"Grissom AFB, IN","6,856","11,151,968",4.31,"6,730",0.00
35785,"Grove, OK","7,934","26,384,917",10.19,"9,493",0.00
35812,"Grove City, PA","9,830","15,739,529",6.08,"7,109",0.00
35839,"Guadalupe, CA","8,046","2,958,576",1.14,"9,150",0.00
35852,"Guánica, PR","6,972","7,513,844",2.90,"7,867",0.00
35866,"Guayama, PR","52,290","56,374,286",21.77,"347,757",0.13
35920,"Gulfport--Biloxi, MS","236,344","436,768,275",168.64,"31,092,363",12.00
35974,"Gun Barrel City, TX","18,309","47,670,862",18.41,"62,287",0.02
36001,"Gunnison, CO","7,228","9,468,678",3.66,"11,725",0.00
36055,"Gustine, CA","6,128","3,015,849",1.16,0.00,0.00
36082,"Guthrie, OK","9,312","17,702,146",6.83,0.00,0.00
36109,"Guymon, OK","12,516","12,471,338",4.82,0.00,0.00
36136,"Gypsum, CO","8,841","14,962,928",5.78,"291,101",0.11
36190,"Hagerstown, MD--WV--PA--VA","197,557","312,789,828",120.77,"196,300",0.08
36217,"Hailey, ID","12,035","13,646,439",5.27,"13,358",0.01
36271,"Half Moon Bay, CA","21,688","21,619,790",8.35,200,0.00
36384,"Hamburg--Vernon--Highland Lakes, NJ","28,250","56,476,586",21.81,"2,471,909",0.95
36406,"Hamilton, MT","6,870","10,305,114",3.98,"9,471",0.00
36514,"Hammond, LA","72,526","197,927,665",76.42,"717,662",0.28
36541,"Hammonton, NJ","12,086","21,400,078",8.26,"373,780",0.14
36568,"Hampshire, IL","5,699","7,057,711",2.72,0.00,0.00
36585,"Hampstead, NC","23,340","81,452,893",31.45,"577,117",0.22
36595,"Hampstead--Manchester, MD","14,542","20,420,164",7.88,"25,976",0.01
36703,"Hanford, CA","66,638","47,217,676",18.23,0.00,0.00
36730,"Hannibal, MO","17,672","27,454,914",10.60,"45,318",0.02
36784,"Hanover, PA","56,712","66,588,828",25.71,"118,907",0.05
36838,"Harlan, IA","4,713","6,729,756",2.60,0.00,0.00
36865,"Harlan, KY","6,147","12,437,244",4.80,"598,920",0.23
36892,"Harlingen, TX","118,838","140,267,207",54.16,"1,882,097",0.73
36946,"Harriman--Kingston--Rockwood, TN","22,348","78,973,325",30.49,"396,963",0.15
36973,"Harrington, DE","4,943","8,705,129",3.36,"18,927",0.01
37000,"Harrisburg, IL","8,283","13,704,358",5.29,"81,560",0.03
37081,"Harrisburg, PA","490,859","648,143,710",250.25,"29,253,771",11.29
37091,"Harrisburg, SD","6,663","6,334,693",2.45,0.00,0.00
37108,"Harrison, AR","13,950","32,090,921",12.39,"74,408",0.03
37145,"Harrison, OH--IN","15,007","19,299,515",7.45,"74,367",0.03
37162,"Harrisonburg, VA","73,377","80,557,325",31.10,"190,942",0.07
37189,"Harrisonville, MO","9,423","17,698,345",6.83,"91,613",0.04
37216,"Harrodsburg, KY","9,791","16,905,659",6.53,"42,574",0.02
37243,"Hartford, CT","977,158","1,388,045,129",535.93,"23,641,077",9.13
37297,"Hartford, WI","23,757","38,523,525",14.87,"4,011,408",1.55
37324,"Hartford City, IN","6,135","9,120,161",3.52,"50,358",0.02
37351,"Hartselle, AL","15,596","36,021,661",13.91,"138,029",0.05
37405,"Hartsville, SC","13,946","32,844,412",12.68,"1,173,231",0.45
37432,"Hartwell, GA","5,963","17,543,544",6.77,"30,670",0.01
37459,"Harvard, IL","9,376","11,301,822",4.36,0.00,0.00
37513,"Hastings, MI","8,041","12,273,779",4.74,"918,644",0.35
37540,"Hastings, MN","21,635","19,070,745",7.36,"88,223",0.03
37567,"Hastings, NE","24,807","33,205,915",12.82,"372,240",0.14
37594,"Hattiesburg, MS","80,821","164,772,737",63.62,"3,865,803",1.49
37675,"Havelock, NC","17,101","40,744,987",15.73,"295,668",0.11
37702,"Havre, MT","9,826","10,599,176",4.09,"1,241",0.00
37770,"Hayes, MI","3,796","8,415,552",3.25,"779,727",0.30
37783,"Hays, KS","21,880","25,224,957",9.74,0.00,0.00
37837,"Hazard, KY","7,808","20,067,659",7.75,"776,086",0.30
37891,"Hazlehurst, GA","4,917","12,808,085",4.95,"189,963",0.07
37945,"Hazleton, PA","50,860","49,258,949",19.02,"60,118",0.02
37980,"Heartland, TX","9,841","7,165,776",2.77,"142,320",0.05
38053,"Heber, UT","25,059","34,034,230",13.14,0.00,0.00
38060,"Heber-Overgaard, AZ","3,573","23,887,619",9.22,0.00,0.00
38080,"Heber Springs, AR","6,743","20,132,959",7.77,"44,302",0.02
38161,"Helena, MT","52,380","82,051,726",31.68,"181,931",0.07
38172,"Helena-West Helena, AR","8,599","15,827,668",6.11,0.00,0.00
38215,"Hemet, CA","173,194","95,979,394",37.06,"315,049",0.12
38242,"Hempstead, TX","4,890","7,844,261",3.03,"2,782",0.00
38258,"Henderson, KY","28,430","39,523,336",15.26,"263,905",0.10
38269,"Henderson, NC","19,894","42,149,864",16.27,"75,226",0.03
38296,"Henderson, TN","5,906","14,008,291",5.41,"22,914",0.01
38323,"Henderson, TX","14,924","27,194,749",10.50,"142,220",0.05
38404,"Henryetta, OK","6,207","13,518,637",5.22,0.00,0.00
38431,"Hereford, TX","15,520","17,280,260",6.67,0.00,0.00
38485,"Hermiston, OR","28,938","40,090,870",15.48,"40,332",0.02
38620,"Hibbing, MN","12,035","17,810,946",6.88,"28,709",0.01
38647,"Hickory, NC","201,511","573,260,796",221.34,"5,389,228",2.08
38701,"Hidden Meadows, CA","4,884","9,724,303",3.75,0.00,0.00
38718,"Higgins Lake, MI","2,145","11,719,642",4.52,"8,374",0.00
38728,"Higginsville, MO","4,551","5,466,690",2.11,"37,045",0.01
38755,"Highland, IL","10,267","13,754,936",5.31,"105,545",0.04
38809,"High Point, NC","167,830","261,054,371",100.79,"4,249,361",1.64
38863,"Hillsboro, IL","6,880","10,063,611",3.89,"125,083",0.05
38917,"Hillsboro, OH","6,613","12,503,730",4.83,0.00,0.00
38944,"Hillsboro, TX","8,068","15,403,340",5.95,"58,410",0.02
38978,"Hillsborough, NC","15,800","28,416,453",10.97,"355,091",0.14
38998,"Hillsdale, MI","10,642","17,278,017",6.67,"288,400",0.11
39052,"Hilo, HI","41,410","60,706,834",23.44,"217,428",0.08
39069,"Hilton, NY","8,057","10,435,567",4.03,0.00,0.00
39133,"Hinesville, GA","53,107","96,427,435",37.23,"291,852",0.11
39214,"Hobbs, NM","44,157","67,322,683",25.99,"131,505",0.05
39349,"Holden Beach, NC","8,687","50,887,147",19.65,"306,474",0.12
39376,"Holdenville, OK","4,264","6,480,702",2.50,"20,981",0.01
39403,"Holdrege, NE","5,454","7,607,254",2.94,"36,417",0.01
39430,"Holland, MI","107,034","167,841,136",64.80,"8,743,597",3.38
39511,"Hollister, CA","49,611","34,133,557",13.18,"28,164",0.01
39538,"Holly, MI","8,934","13,175,757",5.09,"1,040,427",0.40
39565,"Holly Springs, MS","5,559","13,772,183",5.32,0.00,0.00
39589,"Holts Summit, MO","5,184","12,272,148",4.74,"338,350",0.13
39619,"Holtville, CA","6,230","4,182,641",1.61,"11,902",0.00
39781,"Hondo, TX","6,006","7,863,462",3.04,"11,836",0.00
39835,"Honesdale, PA","5,404","10,305,903",3.98,"546,957",0.21
39889,"Honolulu, HI","853,252","375,480,534",144.97,"8,571,102",3.31
39916,"Hood River, OR--WA","16,171","24,166,848",9.33,"15,651",0.01
39970,"Hoopeston, IL","4,812","5,851,429",2.26,0.00,0.00
40024,"Hope, AR","8,855","20,376,390",7.87,"163,144",0.06
40078,"Hopkinsville, KY","31,696","59,110,368",22.82,"285,341",0.11
40132,"Hornell, NY","10,566","14,960,339",5.78,0.00,0.00
40153,"Hornsby Bend, TX","11,337","9,835,212",3.80,0.00,0.00
40186,"Horse Cave, KY","4,262","9,567,924",3.69,"42,693",0.02
40189,"Horseshoe Bay, TX","5,583","21,962,211",8.48,"259,131",0.10
40213,"Hot Springs, AR","59,133","130,215,704",50.28,"11,993,426",4.63
40267,"Hot Springs Village, AR","12,755","52,135,054",20.13,"6,156,214",2.38
40294,"Houghton--Hancock, MI","15,358","20,579,006",7.95,"615,840",0.24
40321,"Houghton Lake, MI","8,521","28,246,270",10.91,"835,966",0.32
40348,"Houlton, ME","4,281","6,486,809",2.50,0.00,0.00
40375,"Houma, LA","145,482","245,761,136",94.89,"1,621,851",0.63
40429,"Houston, TX","5,853,575","4,539,436,477","1,752.69","66,558,913",25.70
40537,"Hudson, NY","10,610","16,621,164",6.42,"143,736",0.06
40547,"Hudson, WI--MN","23,743","35,459,028",13.69,"1,878,352",0.73
40564,"Hugo, OK","4,992","10,256,320",3.96,"25,215",0.01
40618,"Humboldt, IA","5,339","9,491,014",3.66,"95,051",0.04
40645,"Humboldt, TN","7,160","13,705,610",5.29,0.00,0.00
40672,"Huntingburg, IN","6,117","9,495,275",3.67,"74,862",0.03
40699,"Huntingdon, PA","11,311","10,669,560",4.12,"215,459",0.08
40726,"Huntington, IN","17,555","25,447,591",9.83,"444,550",0.17
40753,"Huntington, WV--KY--OH","200,157","333,783,727",128.87,"27,113,022",10.47
40780,"Huntsville, AL","329,066","556,245,247",214.77,"2,626,676",1.01
40807,"Huntsville, TX","43,415","44,021,442",17.00,"741,871",0.29
40813,"Huntsville Southeast, AL","20,165","27,750,195",10.71,"98,506",0.04
40834,"Huron, CA","6,129","3,351,910",1.29,0.00,0.00
40861,"Huron, SD","14,294","20,437,008",7.89,"234,275",0.09
40888,"Hurricane, UT","19,370","26,552,392",10.25,0.00,0.00
40915,"Hutchinson, KS","42,475","63,461,156",24.50,"375,618",0.15
40942,"Hutchinson, MN","14,670","20,935,860",8.08,"719,906",0.28
40969,"Idabel, OK","5,523","10,790,237",4.17,"37,105",0.01
40996,"Idaho Falls, ID","105,132","106,858,629",41.26,"726,738",0.28
41023,"Ilion--Herkimer, NY","22,267","21,010,105",8.11,"79,716",0.03
41077,"Immokalee, FL","23,485","27,454,577",10.60,"827,081",0.32
41100,"Incline Village, NV--CA","19,441","54,645,569",21.10,"92,291",0.04
41131,"Independence, IA","6,057","12,402,431",4.79,"185,740",0.07
41158,"Independence, KS","8,477","11,917,168",4.60,"6,752",0.00
41185,"Indiana--White, PA","27,693","35,618,451",13.75,"100,489",0.04
41212,"Indianapolis, IN","1,699,881","1,871,391,730",722.55,"25,868,959",9.99
41224,"Indian Head, MD","5,556","9,641,567",3.72,"13,287",0.01
41239,"Indianola, IA","15,344","22,539,488",8.70,0.00,0.00
41266,"Indianola, MS","9,341","13,244,435",5.11,"225,273",0.09
41320,"Indiantown, FL","5,496","3,863,749",1.49,"56,559",0.02
41347,"Indio--Palm Desert--Palm Springs, CA","361,075","393,219,428",151.82,"3,699,330",1.43
41365,"Inman, SC","13,269","35,445,694",13.69,"66,852",0.03
41401,"International Falls, MN","6,575","19,133,544",7.39,"69,464",0.03
41482,"Iola, KS","5,845","10,881,654",4.20,"120,449",0.05
41509,"Ione, CA","4,673","4,380,255",1.69,0.00,0.00
41536,"Ionia, MI","15,168","12,730,061",4.92,878,0.00
41590,"Iowa City, IA","126,810","131,659,350",50.83,"1,350,449",0.52
41617,"Iowa Falls, IA","5,058","10,534,210",4.07,"200,898",0.08
41644,"Iowa Park, TX","6,454","7,925,550",3.06,"187,040",0.07
41657,"Ipswich, MA","9,380","15,740,283",6.08,"458,954",0.18
41671,"Iron Mountain--Kingsford, MI--WI","18,336","34,140,216",13.18,"603,248",0.23
41752,"Ironwood, MI--WI","7,181","15,645,234",6.04,"130,062",0.05
41806,"Irvine, KY","4,029","7,182,930",2.77,0.00,0.00
41820,"Isanti, MN","6,621","8,373,906",3.23,"78,814",0.03
41833,"Ishpeming, MI","11,298","15,125,810",5.84,"190,940",0.07
41914,"Ithaca, NY","59,102","63,604,468",24.56,"546,626",0.21
42049,"Jackson, CA","7,781","12,491,585",4.82,0.00,0.00
42076,"Jackson, GA","5,697","12,215,332",4.72,"35,351",0.01
42157,"Jackson, MI","84,307","134,757,083",52.03,"3,058,216",1.18
42211,"Jackson, MS","347,693","614,234,278",237.16,"6,878,645",2.66
42238,"Jackson, OH","6,749","10,438,219",4.03,0.00,0.00
