Table 1,,,,,,
UACE,NAME,POP,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI
84024,"Spring Hill, FL","169,050","329,568,649",127.25,"12,125,585",4.68
84034,"Spring Hill, KS","7,344","7,949,165",3.07,"23,279",0.01
84061,"Springhill, LA","5,931","19,120,649",7.38,"101,724",0.04
84088,"Spring Hill, TN","60,309","60,382,092",23.31,"44,609",0.02
84169,"Stafford Springs, CT","5,107","13,399,532",5.17,"723,752",0.28
84304,"Stansbury Park, UT","12,804","8,131,796",3.14,"490,768",0.19
84385,"Stanwood, WA","7,678","7,122,388",2.75,205,0.00
84429,"Star, ID","10,673","10,041,169",3.88,"64,209",0.02
84439,"Starke, FL","6,486","15,212,254",5.87,0.00,0.00
84466,"Starkville, MS","32,812","50,110,444",19.35,"293,591",0.11
84493,"State College, PA","83,674","67,129,603",25.92,"4,169",0.00
84547,"Statesboro, GA","44,488","73,289,398",28.30,"1,800,268",0.70
84574,"Statesville, NC","39,829","97,209,848",37.53,"336,087",0.13
84601,"Staunton, IL","4,866","7,942,764",3.07,"86,504",0.03
84630,"Staunton--Waynesboro, VA","59,065","101,386,449",39.15,"456,468",0.18
84655,"Stayton, OR","11,122","9,928,162",3.83,0.00,0.00
84682,"Steamboat Springs, CO","14,455","26,183,837",10.11,"33,083",0.01
84763,"Stephenville, TX","20,852","24,282,134",9.38,"11,395",0.00
84790,"Sterling, CO","12,278","14,029,593",5.42,0.00,0.00
84817,"Sterling, IL","27,602","37,845,658",14.61,"1,611,579",0.62
84859,"Steubenville--Weirton, OH--WV--PA","64,981","120,028,973",46.34,"3,205,592",1.24
84871,"Stevens Point, WI","44,185","65,075,370",25.13,"2,747,818",1.06
84905,"Stevensville--Chester--Romancoke, MD","18,874","45,473,982",17.56,"4,158,190",1.61
84952,"Stewartville, MN","6,635","7,030,262",2.71,0.00,0.00
85006,"Stillwater, MN--WI","31,474","41,956,816",16.20,"1,627,875",0.63
85033,"Stillwater, OK","48,237","64,912,514",25.06,"1,220,194",0.47
85087,"Stockton, CA","414,847","239,475,820",92.46,"5,324,117",2.06
85114,"Storm Lake, IA","11,860","10,056,589",3.88,0.00,0.00
85141,"Storrs, CT","17,747","20,383,065",7.87,"68,659",0.03
85181,"Stoughton, WI","15,511","17,467,795",6.74,"203,482",0.08
85195,"Strasburg, VA","7,572","10,592,876",4.09,"101,609",0.04
85222,"Streator, IL","16,209","21,040,094",8.12,"11,681",0.00
85276,"Sturgeon Bay, WI","9,429","17,922,965",6.92,"4,828,995",1.86
85303,"Sturgis, MI","11,943","16,172,004",6.24,182,0.00
85330,"Sturgis, SD","7,076","10,448,272",4.03,0.00,0.00
85357,"Stuttgart, AR","8,132","15,203,971",5.87,0.00,0.00
85384,"Suffolk, VA","42,480","61,692,056",23.82,"1,743,260",0.67
85390,"Sugarmill Woods, FL","12,948","40,706,988",15.72,"34,025",0.01
85411,"Sullivan, IL","4,414","7,177,748",2.77,"19,468",0.01
85438,"Sullivan, IN","4,874","7,024,747",2.71,0.00,0.00
85465,"Sullivan, MO","7,227","15,907,125",6.14,0.00,0.00
85519,"Sulphur, OK","4,847","8,436,695",3.26,"123,948",0.05
85546,"Sulphur Springs, TX","14,683","28,051,656",10.83,"476,384",0.18
85573,"Sultan, WA","5,665","7,998,106",3.09,"14,961",0.01
85615,"Summerset, SD","5,325","8,813,827",3.40,"3,748",0.00
85654,"Summerville, GA","10,227","21,761,110",8.40,"18,581",0.01
85681,"Summit Park, UT","7,317","9,357,352",3.61,0.00,0.00
85708,"Sumter, SC","68,825","149,322,066",57.65,"1,220,681",0.47
85735,"Sunbury, OH","7,017","8,649,658",3.34,"2,983",0.00
85762,"Sunbury, PA","28,249","35,550,407",13.73,"196,345",0.08
85779,"Sunderland--South Deerfield, MA","5,048","17,841,926",6.89,"10,620",0.00
85789,"Sunnyside, WA","17,140","14,395,164",5.56,0.00,0.00
85870,"Susanville, CA","8,995","8,232,620",3.18,"21,602",0.01
85978,"Sutherlin, OR","9,656","13,424,955",5.18,"131,818",0.05
86005,"Swainsboro, GA","7,251","20,747,654",8.01,"623,037",0.24
86024,"Swansboro--Cedar Point, NC","20,542","65,972,618",25.47,"1,303,029",0.50
86071,"Swatara, PA","6,312","12,881,594",4.97,"6,918",0.00
86113,"Sweet Home, OR","10,088","13,549,732",5.23,"383,187",0.15
86140,"Sweetwater, TN","6,468","18,345,839",7.08,0.00,0.00
86167,"Sweetwater, TX","10,372","19,549,660",7.55,"2,421",0.00
86194,"Sylacauga, AL","16,980","49,864,638",19.25,"288,911",0.11
86202,"Sylva, NC","5,118","18,685,451",7.21,0.00,0.00
86210,"Sullivan--Sylvan Beach, NY","3,251","9,981,330",3.85,"104,053",0.04
86248,"Sylvester, GA","6,146","15,165,202",5.86,"69,250",0.03
86275,"Syracuse, IN","7,393","17,368,295",6.71,"15,347,180",5.93
86302,"Syracuse, NY","413,660","467,581,579",180.53,"14,852,304",5.73
86329,"Taft, CA","15,022","9,271,538",3.58,0.00,0.00
86369,"Tafuna--Pago Pago, AS","37,652","38,957,303",15.04,"1,628,266",0.63
86383,"Tahlequah, OK","17,975","30,607,480",11.82,"247,940",0.10
86437,"Talladega, AL","12,609","26,158,998",10.10,"9,219",0.00
86464,"Tallahassee, FL","252,934","324,937,638",125.46,"10,615,499",4.10
86518,"Tallulah, LA","6,988","9,703,650",3.75,0.00,0.00
86545,"Tama, IA","5,263","7,428,834",2.87,0.00,0.00
86572,"Tamaqua, PA","15,158","6,535,228",2.52,0.00,0.00
86599,"Tampa--St. Petersburg, FL","2,783,045","2,509,539,028",968.94,"208,402,499",80.46
86626,"Taneytown, MD","7,158","5,872,084",2.27,"22,017",0.01
86653,"Taos, NM","15,665","48,837,322",18.86,0.00,0.00
86707,"Tarboro, NC","12,059","21,890,078",8.45,"44,404",0.02
86734,"Taylor, TX","15,147","18,191,471",7.02,"167,477",0.06
86788,"Taylorville, IL","11,525","14,140,551",5.46,"241,377",0.09
86815,"Tazewell, VA","4,666","13,417,929",5.18,"62,306",0.02
86830,"Tea, SD","5,595","8,446,579",3.26,0.00,0.00
86851,"Tecumseh, MI","13,684","26,229,885",10.13,"375,598",0.15
86869,"Tehachapi--Golden Hills, CA","17,298","20,881,984",8.06,"51,184",0.02
86950,"Tell City, IN--KY","9,541","13,120,762",5.07,"2,897",0.00
86977,"Tellico Village, TN","7,156","17,839,752",6.89,"290,322",0.11
86984,"Telluride--Mountain Village, CO","4,587","17,801,696",6.87,0.00,0.00
87004,"Temecula--Murrieta--Menifee, CA","528,991","389,726,572",150.47,"2,337,140",0.90
87058,"Temple, TX","114,632","151,216,886",58.39,"542,019",0.21
87139,"Terre Haute, IN","79,862","121,301,131",46.83,"1,009,519",0.39
87166,"Terrell, TX","16,581","31,864,140",12.30,"11,575",0.00
87193,"Texarkana, TX--AR","78,744","172,594,807",66.64,"988,669",0.38
87263,"The Dalles, OR","17,398","19,859,547",7.67,"4,751",0.00
87269,"The Pinery, CO","14,662","23,873,087",9.22,0.00,0.00
87285,"The Villages--Lady Lake, FL","161,736","255,167,012",98.52,"10,004,321",3.86
87300,"The Woodlands--Conroe, TX","402,454","567,571,240",219.14,"3,890,375",1.50
87355,"Thief River Falls, MN","8,892","13,610,404",5.26,"398,494",0.15
87382,"Thomaston, GA","14,765","26,843,428",10.36,"92,730",0.04
87436,"Thomasville, GA","25,231","57,726,939",22.29,"750,892",0.29
87463,"Thomson, GA","8,788","21,459,144",8.29,"307,727",0.12
87490,"Thousand Oaks, CA","213,986","207,708,756",80.20,"2,666,410",1.03
87517,"Three Rivers, MI","10,166","22,468,471",8.68,"1,748,450",0.68
87544,"Thurmont, MD","6,789","9,829,467",3.80,"15,610",0.01
87598,"Tiffin, OH","20,284","23,837,894",9.20,"357,480",0.14
87625,"Tifton, GA","24,580","47,556,390",18.36,"804,652",0.31
87652,"Tillamook, OR","6,166","6,865,964",2.65,0.00,0.00
87659,"Tiltonsville--Brilliant, OH","4,115","8,367,924",3.23,"51,902",0.02
87662,"Tippecanoe, IN","3,713","10,708,924",4.13,"6,118,051",2.36
87679,"Tipton, IN","5,668","6,274,211",2.42,0.00,0.00
87787,"Titusville, FL","62,459","103,484,130",39.96,"306,880",0.12
87814,"Titusville, PA","5,219","5,729,929",2.21,0.00,0.00
87841,"Toccoa, GA","11,807","32,619,202",12.59,"83,524",0.03
87868,"Toledo, OH--MI","497,952","623,448,818",240.71,"20,293,135",7.84
87922,"Tomah, WI","9,818","18,037,350",6.96,"53,724",0.02
88003,"Tonganoxie, KS","5,489","6,996,888",2.70,"27,094",0.01
88057,"Tooele, UT","34,892","29,902,374",11.55,0.00,0.00
88084,"Topeka, KS","148,956","218,179,861",84.24,"3,524,378",1.36
88111,"Toppenish, WA","10,057","7,984,671",3.08,0.00,0.00
88192,"Torrington, CT","35,212","56,356,547",21.76,"1,680,940",0.65
88219,"Torrington, WY","6,436","9,343,047",3.61,570,0.00
88246,"Towanda, PA","4,029","7,601,686",2.94,"53,212",0.02
88280,"Tracy--Mountain House, CA","120,912","70,071,736",27.05,"351,998",0.14
88300,"Traverse City--Garfield, MI","56,890","135,757,514",52.42,"7,973,273",3.08
88327,"Treasure Lake, PA","4,677","8,598,496",3.32,"1,971,539",0.76
88354,"Tremonton, UT","11,898","17,479,565",6.75,0.00,0.00
88435,"Trenton, MO","5,426","11,176,057",4.32,"676,365",0.26
88462,"Trenton, NJ","370,422","344,807,881",133.13,"6,568,437",2.54
88504,"Tri-City--Myrtle Creek, OR","8,656","12,987,435",5.01,516,0.00
88516,"Trinidad, CO","8,323","12,309,618",4.75,50,0.00
88543,"Troy, AL","14,466","25,412,899",9.81,"14,983",0.01
88570,"Troy, MO","16,669","23,310,552",9.00,"120,944",0.05
88612,"Troy, OH","43,259","55,895,927",21.58,"629,205",0.24
88624,"Truckee, CA","12,756","50,131,615",19.36,"3,380,566",1.31
88651,"Trumann, AR","7,233","11,073,664",4.28,0.00,0.00
88678,"Truth or Consequences, NM","7,713","21,340,831",8.24,"9,874",0.00
88705,"Tuba City, AZ","7,942","14,399,283",5.56,0.00,0.00
88732,"Tucson, AZ","875,441","925,530,003",357.35,"1,434,827",0.55
88813,"Tucumcari, NM","5,217","9,916,255",3.83,0.00,0.00
88840,"Tulare, CA","70,628","45,879,904",17.71,0.00,0.00
88921,"Tullahoma, TN","19,297","38,296,270",14.79,0.00,0.00
88948,"Tulsa, OK","722,810","876,251,014",338.32,"14,207,524",5.49
89029,"Tupelo, MS","40,233","112,126,988",43.29,"369,035",0.14
89056,"Tupper Lake, NY","3,683","5,972,343",2.31,"28,436",0.01
89083,"Turlock, CA","79,203","43,754,342",16.89,"69,528",0.03
89110,"Tuscaloosa, AL","156,450","228,331,801",88.16,"3,907,120",1.51
89137,"Tuscola, IL","4,942","7,823,637",3.02,"23,450",0.01
89164,"Tuskegee, AL","9,003","21,229,049",8.20,"419,231",0.16
89191,"Twentynine Palms, CA","12,881","17,659,753",6.82,0.00,0.00
89218,"Twentynine Palms North, CA","11,665","7,183,065",2.77,0.00,0.00
89245,"Twin Falls, ID","58,808","57,151,291",22.07,"281,269",0.11
89261,"Twin Lakes, WI--IL","12,603","24,487,235",9.45,"3,547,644",1.37
89299,"Tybee Island, GA","3,316","7,261,567",2.80,"218,061",0.08
89326,"Tyler, TX","131,028","211,165,770",81.53,"2,199,378",0.85
89353,"Tyrone, PA","10,442","15,685,979",6.06,"9,602",0.00
89380,"Ukiah, CA","28,987","34,186,138",13.20,"152,631",0.06
89407,"Ulysses, KS","5,865","7,210,802",2.78,"4,197",0.00
89461,"Union, MO","12,019","19,440,318",7.51,37,0.00
89488,"Union, SC","9,729","23,725,247",9.16,"8,766",0.00
89515,"Union City, IN--OH","5,079","6,694,035",2.58,"5,940",0.00
89569,"Union City, TN","10,605","21,136,333",8.16,0.00,0.00
89596,"Union Grove, WI","5,899","9,507,194",3.67,"6,814",0.00
89640,"Uniontown, PA","32,560","69,830,527",26.96,"23,721",0.01
89731,"Upper Sandusky, OH","6,628","12,405,348",4.79,0.00,0.00
89742,"Urbana, MD","12,966","9,045,464",3.49,"32,860",0.01
89758,"Urbana, OH","11,122","16,751,897",6.47,0.00,0.00
89785,"Utica, NY","119,059","134,794,796",52.04,"496,051",0.19
89812,"Utuado, PR","13,008","29,225,059",11.28,"162,301",0.06
89839,"Uvalde, TX","15,926","19,037,171",7.35,"22,341",0.01
89866,"Vacaville, CA","101,027","55,916,790",21.59,"88,480",0.03
89910,"Vail, AZ","12,835","14,923,233",5.76,0.00,0.00
89920,"Vail, CO","6,080","13,097,377",5.06,"170,358",0.07
89974,"Valdosta, GA","76,769","106,937,295",41.29,"1,522,105",0.59
90028,"Vallejo, CA","175,132","102,667,537",39.64,"1,619,645",0.63
90055,"Valley City, ND","6,547","9,638,508",3.72,0.00,0.00
90082,"Valley--Lanett, AL--GA","20,466","46,871,400",18.10,"362,796",0.14
90095,"Valparaiso--Shorewood Forest, IN","51,867","87,117,095",33.64,"2,303,954",0.89
90136,"Vandalia, IL","8,110","16,761,482",6.47,"5,741",0.00
90217,"Van Wert, OH","11,069","15,940,790",6.15,"75,065",0.03
90271,"Veneta, OR","6,987","12,046,305",4.65,0.00,0.00
90325,"Vermillion, SD","11,659","10,327,477",3.99,0.00,0.00
90352,"Vernal, UT","19,620","40,552,602",15.66,0.00,0.00
90379,"Vernon, TX","9,524","15,002,986",5.79,"23,262",0.01
90406,"Vero Beach--Sebastian, FL","174,292","274,802,450",106.10,"30,798,825",11.89
90433,"Versailles, KY","16,855","20,472,977",7.90,"101,107",0.04
90487,"Vicksburg, MS--LA","25,888","62,875,577",24.28,"642,133",0.25
90514,"Victoria, TX","65,986","87,023,661",33.60,0.00,0.00
90541,"Victorville--Hesperia--Apple Valley, CA","355,816","341,294,239",131.77,"829,804",0.32
90568,"Vidalia, GA","13,709","39,796,102",15.37,"788,908",0.30
90622,"Vieques (Vieques Municipio), PR","6,530","14,364,742",5.55,313,0.00
90631,"Village of Four Seasons, MO","7,489","49,484,108",19.11,"3,740,690",1.44
90640,"Village of Oak Creek (Big Park), AZ","6,128","13,614,844",5.26,0.00,0.00
90649,"Villa Rica, GA","23,202","49,794,820",19.23,"481,871",0.19
90676,"Ville Platte, LA","8,097","12,710,511",4.91,"1,674",0.00
90703,"Vincennes, IN","19,800","30,630,789",11.83,"549,810",0.21
90730,"Vineland, NJ","87,226","147,605,174",56.99,"796,284",0.31
90757,"Vineyard Haven--Edgartown--Oak Bluffs, MA","14,064","42,868,150",16.55,"3,589,032",1.39
90784,"Vinita, OK","5,068","12,241,202",4.73,"47,476",0.02
90811,"Vinton, IA","4,780","7,209,751",2.78,0.00,0.00
90865,"Virginia, MN","12,724","17,293,746",6.68,"362,239",0.14
90892,"Virginia Beach--Norfolk, VA","1,451,578","1,247,532,344",481.67,"197,576,464",76.28
90919,"Viroqua, WI","3,987","5,171,920",2.00,0.00,0.00
90946,"Visalia, CA","160,578","97,653,500",37.70,"39,512",0.02
91000,"Wabash, IN","10,254","15,421,992",5.95,"146,473",0.06
91027,"Waco, TX","192,844","232,786,010",89.88,"1,417,901",0.55
91054,"Waconia, MN","13,048","11,854,393",4.58,"436,643",0.17
91081,"Wadena, MN","4,110","6,782,651",2.62,"7,557",0.00
91108,"Wadesboro, NC","4,903","15,464,679",5.97,"12,444",0.00
91135,"Wagoner, OK","7,470","14,016,097",5.41,0.00,0.00
91162,"Wahoo, NE","4,782","5,777,357",2.23,"2,310",0.00
91189,"Wahpeton, ND--MN","11,290","18,493,073",7.14,0.00,0.00
91216,"Waikoloa Village, HI","6,824","15,365,371",5.93,0.00,0.00
91252,"Walden, NY","15,784","29,945,842",11.56,"237,638",0.09
91261,"Waldorf, MD","118,601","153,719,966",59.35,"594,805",0.23
91270,"Waldport, OR","5,394","14,334,951",5.53,"97,234",0.04
91312,"Wales, WI","5,364","15,560,935",6.01,"39,145",0.02
91324,"Walhalla, SC","5,392","14,765,149",5.70,"161,863",0.06
91405,"Walla Walla, WA--OR","50,013","61,804,396",23.86,"86,365",0.03
91459,"Walnut Ridge, AR","6,540","13,385,089",5.17,0.00,0.00
91513,"Walterboro, SC","9,229","21,077,235",8.14,"126,488",0.05
91648,"Wamego, KS","4,899","6,072,775",2.34,"5,759",0.00
91675,"Wapakoneta, OH","10,849","14,431,993",5.57,"67,642",0.03
91702,"Wapato, WA","7,071","6,771,998",2.61,0.00,0.00
91756,"Ware, MA","5,662","8,257,526",3.19,0.00,0.00
91783,"Warner Robins, GA","141,132","228,733,512",88.31,"1,682,762",0.65
91810,"Warren, AR","5,278","16,484,178",6.36,"64,234",0.02
91837,"Warren, PA","14,294","20,193,511",7.80,"1,123,271",0.43
91864,"Warrensburg, MO","19,934","21,954,000",8.48,"47,219",0.02
91918,"Warrenton, MO","9,398","15,625,477",6.03,"212,185",0.08
91945,"Warrenton--New Baltimore, VA","24,437","44,509,298",17.19,"445,049",0.17
91999,"Warsaw, IN","29,904","61,353,313",23.69,"5,279,867",2.04
92134,"Warwick, NY","7,084","7,557,110",2.92,"11,458",0.00
92161,"Wasco, CA","22,235","8,930,377",3.45,0.00,0.00
92215,"Waseca, MN","9,211","9,847,945",3.80,"513,017",0.20
92242,"Washington--Arlington, DC--VA--MD","5,174,759","3,352,762,591","1,294.51","67,538,846",26.08
92296,"Washington, IN","12,920","17,574,117",6.79,"114,004",0.04
92323,"Washington, IA","6,846","8,551,196",3.30,0.00,0.00
92350,"Washington, MO","14,616","20,397,190",7.88,"81,188",0.03
92377,"Washington, NJ","10,138","10,693,396",4.13,"15,101",0.01
92404,"Washington, NC","16,509","43,234,518",16.69,"151,299",0.06
92431,"Washington Court House, OH","15,029","19,025,939",7.35,"154,813",0.06
92459,"Wasilla--Knik-Fairview--North Lakes, AK","53,444","149,262,656",57.63,"6,247,204",2.41
92485,"Waterbury, CT","199,317","239,413,612",92.44,"3,918,357",1.51
92539,"Waterford, CA","9,746","5,090,777",1.97,"8,527",0.00
92566,"Waterloo, IL","9,933","14,015,212",5.41,"84,206",0.03
92593,"Waterloo, IA","114,139","165,006,180",63.71,"5,752,045",2.22
92674,"Watertown, NY","51,832","82,847,638",31.99,"1,388,357",0.54
92701,"Watertown, SD","20,643","32,048,929",12.37,"32,904",0.01
92728,"Watertown, WI","22,712","27,071,935",10.45,"1,014,965",0.39
92782,"Waterville, ME","25,529","43,772,874",16.90,"3,276,778",1.27
92797,"Watford City, ND","6,687","21,527,946",8.31,"206,569",0.08
92863,"Watseka, IL","4,671","7,423,230",2.87,0.00,0.00
92890,"Watsonville, CA","68,668","38,071,821",14.70,"858,576",0.33
92917,"Wauchula, FL","9,790","16,169,748",6.24,0.00,0.00
92971,"Waupaca, WI","8,293","22,922,760",8.85,"3,773,001",1.46
92998,"Waupun, WI","11,673","11,376,418",4.39,"167,683",0.06
93025,"Wausau, WI","77,429","126,229,977",48.74,"8,674,389",3.35
93052,"Wauseon, OH","7,623","13,129,525",5.07,"76,844",0.03
93079,"Waverly, IA","9,159","14,461,915",5.58,"576,202",0.22
93133,"Waverly, OH","4,969","10,448,711",4.03,"1,460,048",0.56
93187,"Waycross, GA","24,985","64,613,896",24.95,"455,626",0.18
93214,"Wayland, MI","4,957","8,770,321",3.39,"117,001",0.05
93241,"Wayne, NE","5,980","7,998,635",3.09,"114,652",0.04
93268,"Waynesboro, GA","6,103","15,401,708",5.95,"147,851",0.06
93322,"Waynesboro, PA--MD","22,267","28,442,165",10.98,"105,387",0.04
93376,"Waynesburg, PA","8,754","10,471,933",4.04,0.00,0.00
93421,"Waynesville, NC","24,285","71,486,656",27.60,"832,750",0.32
93457,"Weatherford, OK","12,076","16,304,077",6.30,"4,631",0.00
93484,"Weatherford, TX","48,112","100,200,945",38.69,"176,674",0.07
93511,"Webster City, IA","7,606","11,347,270",4.38,"5,458",0.00
93619,"Weiser, ID--OR","5,599","6,340,217",2.45,"12,197",0.00
93673,"Wellington, CO","11,071","8,411,288",3.25,"6,659",0.00
93700,"Wellington, KS","7,398","11,377,256",4.39,"176,243",0.07
93727,"Wellington, OH","4,783","7,297,159",2.82,"647,142",0.25
93781,"Wellston, OH","5,655","10,334,852",3.99,"45,073",0.02
93808,"Wellsville, NY","5,339","9,268,911",3.58,0.00,0.00
93862,"Wenatchee, WA","78,142","84,442,129",32.60,"2,579,947",1.00
93876,"Wendell, NC","8,915","10,824,852",4.18,0.00,0.00
93916,"West Bend, WI","34,552","44,229,767",17.08,"1,168,975",0.45
93970,"West Columbia, TX","5,888","9,625,372",3.72,"1,285,408",0.50
93997,"Westerly, RI--CT","30,955","66,520,991",25.68,"1,272,093",0.49
94051,"West Frankfort, IL","7,935","12,160,156",4.70,"20,155",0.01
94132,"West Jefferson--Lake Darby, OH","8,828","13,121,059",5.07,"52,370",0.02
94273,"West Milford, NJ--NY","17,659","36,830,201",14.22,"8,762,006",3.38
94282,"West Milton, OH","4,646","5,065,830",1.96,0.00,0.00
94285,"Westminster, MD","40,040","68,360,243",26.39,"167,197",0.06
94321,"Weston, WV","4,430","5,304,160",2.05,"177,832",0.07
94375,"West Plains, MO","11,852","26,557,142",10.25,"3,385",0.00
94402,"West Point, MS","8,134","16,949,011",6.54,"104,005",0.04
94442,"West Point--Highland Falls, NY","12,156","10,119,267",3.91,"178,924",0.07
94510,"West Salem, WI","5,557","8,202,452",3.17,773,0.00
94564,"Westville, IN","5,189","5,449,886",2.10,0.00,0.00
94591,"West Wendover, NV--UT","5,238","19,146,400",7.39,0.00,0.00
94618,"Wetumpka, AL","6,488","11,512,073",4.44,"76,695",0.03
94672,"Wharton, TX","8,526","12,064,164",4.66,"7,360",0.00
94726,"Wheeling, WV--OH","57,695","95,338,640",36.81,"4,582,785",1.77
94753,"Whitefish, MT","7,898","15,958,749",6.16,"475,913",0.18
94807,"Whitehall, MI","8,678","22,206,994",8.57,"481,409",0.19
94861,"White House, TN","15,587","33,334,011",12.87,0.00,0.00
94863,"Whitehouse, TX","9,139","13,499,092",5.21,"151,177",0.06
94870,"Whiteman AFB--Knob Noster, MO","5,577","18,912,283",7.30,"22,214",0.01
94915,"White Rock, NM","5,169","5,360,096",2.07,0.00,0.00
94996,"Whiteville, NC","5,216","12,799,949",4.94,0.00,0.00
95050,"Whitewater, WI","14,544","11,885,661",4.59,"492,077",0.19
95077,"Wichita, KS","500,231","587,514,018",226.84,"13,155,100",5.08
95104,"Wichita Falls, TX","97,039","131,530,216",50.78,0.00,0.00
95158,"Wickenburg, AZ","4,801","12,194,044",4.71,"1,952",0.00
95266,"Wildwood, FL","13,899","33,101,786",12.78,"425,286",0.16
95301,"Wilkesboro--North Wilkesboro, NC","19,890","86,321,877",33.33,0.00,0.00
95310,"Willard, MO","6,854","22,443,423",8.67,"3,423",0.00
95320,"Willard, OH","6,666","9,229,079",3.56,"109,332",0.04
95374,"Williams, CA","5,558","5,279,096",2.04,0.00,0.00
95401,"Williamsburg, KY","6,365","13,519,719",5.22,"273,676",0.11
95411,"Williamsburg, VA","89,585","180,953,914",69.87,"2,649,056",1.02
95455,"Williamsport, PA","55,344","71,807,159",27.72,"3,189,772",1.23
95482,"Williamston, MI","4,850","8,162,020",3.15,"258,119",0.10
95509,"Williamston, NC","5,522","12,313,674",4.75,0.00,0.00
95536,"Williamston, SC","10,350","26,430,255",10.20,"87,771",0.03
95590,"Willimantic, CT","24,332","33,278,465",12.85,"986,095",0.38
95644,"Williston, ND","29,510","56,610,616",21.86,"98,418",0.04
95671,"Willits, CA","7,552","11,312,926",4.37,883,0.00
95698,"Willmar, MN","21,586","34,107,315",13.17,"8,869,226",3.42
95725,"Willows, CA","7,578","6,952,158",2.68,"77,318",0.03
95806,"Wilmington, IL","6,388","10,229,749",3.95,"1,319,139",0.51
95833,"Wilmington, NC","255,329","368,418,797",142.25,"11,624,430",4.49
95860,"Wilmington, OH","12,546","24,560,919",9.48,"87,387",0.03
95887,"Wilmore, KY","5,727","4,542,770",1.75,"17,330",0.01
95914,"Wilson, NC","48,326","71,740,856",27.70,"314,022",0.12
95995,"Winchendon, MA","4,866","5,885,043",2.27,"430,643",0.17
96022,"Winchester, IN","4,797","7,453,035",2.88,"24,624",0.01
96049,"Winchester, KY","26,253","37,349,480",14.42,"143,732",0.06
96076,"Winchester, TN","12,702","33,322,256",12.87,"692,130",0.27
96103,"Winchester, VA","83,377","109,352,896",42.22,"686,932",0.27
96130,"Winder, GA","50,189","134,031,585",51.75,"1,035,901",0.40
96184,"Wind Lake, WI","4,856","9,039,511",3.49,"4,383,400",1.69
96319,"Winfield, KS","11,617","18,108,038",6.99,"21,717",0.01
96373,"Winnemucca, NV","10,546","18,711,975",7.22,0.00,0.00
96427,"Winnfield, LA","4,671","11,536,282",4.45,0.00,0.00
96481,"Winnsboro, LA","5,142","8,358,327",3.23,0.00,0.00
96508,"Winnsboro, SC","4,710","10,017,246",3.87,0.00,0.00
96562,"Winona, MN","29,633","34,406,997",13.28,"1,205,362",0.47
96616,"Winslow, AZ","7,667","9,420,762",3.64,0.00,0.00
96643,"Winsted, CT","7,804","15,859,370",6.12,"1,816,621",0.70
96670,"Winston-Salem, NC","420,924","804,943,620",310.79,"5,472,404",2.11
96697,"Winter Haven, FL","253,251","369,641,486",142.72,"74,104,913",28.61
96724,"Winters, CA","7,073","4,242,386",1.64,"64,542",0.02
96778,"Winterset, IA","5,077","5,865,488",2.26,0.00,0.00
96832,"Wisconsin Rapids, WI","29,550","56,514,821",21.82,"578,246",0.22
96843,"Wise--Norton, VA","8,913","28,350,106",10.95,"95,639",0.04
96913,"Woodburn, OR","27,577","19,569,313",7.56,"35,004",0.01
96967,"Woodlake, CA","7,514","4,889,571",1.89,0.00,0.00
96994,"Woodland, CA","61,133","33,062,970",12.77,0.00,0.00
97021,"Woodland, WA","7,217","11,365,577",4.39,"337,033",0.13
97048,"Woodland Park, CO","11,548","24,042,059",9.28,"6,086",0.00
97061,"Woodmont, GA","6,673","13,350,263",5.15,"86,781",0.03
97129,"Woodstock, IL","25,298","24,100,107",9.31,0.00,0.00
97156,"Woodstock, VA","5,852","10,055,007",3.88,"16,356",0.01
97237,"Woodward, OK","11,458","23,525,040",9.08,"43,636",0.02
97264,"Wooster, OH","32,449","56,182,236",21.69,"171,018",0.07
97291,"Worcester, MA--CT","482,085","674,150,071",260.29,"30,788,965",11.89
97318,"Worland, WY","4,889","7,700,989",2.97,"62,312",0.02
97331,"World Golf Village, FL","19,679","35,932,846",13.87,"691,598",0.27
97345,"Worthington, MN","13,800","14,193,160",5.48,"3,097,152",1.20
97349,"Worth--Lexington, MI","3,310","10,812,098",4.17,"96,363",0.04
97372,"Wrightwood, CA","3,927","3,586,964",1.38,"8,669",0.00
97426,"Wynne, AR","7,564","14,118,046",5.45,"28,415",0.01
97453,"Wytheville, VA","7,154","15,489,626",5.98,"29,963",0.01
97470,"Xenia, OH","26,614","29,511,809",11.39,"24,735",0.01
97507,"Yakima, WA","133,145","144,445,992",55.77,"820,952",0.32
97534,"Yankton, SD","16,022","22,049,332",8.51,0.00,0.00
97561,"Yauco, PR","63,885","90,408,094",34.91,"62,608",0.02
97588,"Yazoo City, MS","15,060","23,950,631",9.25,"284,814",0.11
97642,"Yelm, WA","14,924","19,973,944",7.71,"72,039",0.03
97696,"Yoakum, TX","5,598","8,161,955",3.15,0.00,0.00
97723,"York, NE","7,968","12,242,381",4.73,"33,827",0.01
97750,"York, PA","238,549","292,871,617",113.08,"431,678",0.17
97777,"York, SC","8,631","16,859,608",6.51,"199,655",0.08
97831,"Youngstown, OH","320,901","507,544,101",195.96,"4,156,956",1.61
97912,"Yreka, CA","7,617","13,738,918",5.30,"77,452",0.03
97939,"Yuba City, CA","125,706","77,697,453",30.00,"211,908",0.08
